veiculo_titulo,veiculo_link_lote,veiculo_imagem,veiculo_patio_uf,veiculo_ano_fabricacao,veiculo_km,veiculo_valor_lance_atual,veiculo_situacao,veiculo_data_leilao,veiculo_tipo_combustivel,veiculo_cor,veiculo_possui_chave,veiculo_tipo_retomada,veiculo_tipo,veiculo_valor_fipe,veiculo_fabricante,veiculo_modelo,veiculo_versao
RENAULT/SANDERO EXPRESSION (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/sandero-expression-(4p)/ano.2012/3799f8a7-8cb2-11ef-a6ca-02420a000013,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2012,205.204,16500.00,Leilão ao vivo em: 4 dias 23h44m9s,17/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,29967.00,RENAULT,SANDERO,EXPRESSION (4P)
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2022/da8ecb88-6472-11ef-a9ca-02420a0000bb,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2021,99.199,25800.00,Leilão ao vivo em: 4 dias 23h44m38s,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,46786.00,RENAULT,KWID,ZEN 1.0 MECANICO (4P)
HYUNDAI/HB20 (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/hyundai/hb20-(4p)/ano.2013/aa9e213d-c134-11ef-8e48-02420a000017,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2013,234.005,21400.00,Leilão ao vivo em: 4 dias 23h45m8s,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,38908.00,HYUNDAI,HB20,(4P)
FORD/FIESTA 1.6 FLEX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/fiesta-1.6-flex-(4p)/ano.2012/ebc9370d-8fee-11ef-b411-02420a0000bf,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2012,153.681,16900.00,Leilão ao vivo em: 4 dias 23h46m38s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,30682.00,FORD,FIESTA,1.6 FLEX (4P)
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2022/dee40c70-eb11-11ef-bd15-02420a00000b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2021,108.834,25800.00,Leilão ao vivo em: 4 dias 23h47m7s,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,46786.00,RENAULT,KWID,ZEN 1.0 MECANICO (4P)
CHEVROLET/ONIX 10MT LT2,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-10mt-lt2/ano.2023/92166e93-30f7-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2023,101.642,38800.00,Leilão ao vivo em: 4 dias 23h47m37s,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,70441.00,CHEVROLET,ONIX,10MT LT2
CHEVROLET/MONTANA LS,https://leilo.com.br/leilao/benevides-para/carros/chevrolet/montana-ls/ano.2013/1ecf95c6-3d5b-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2012,197.456,21300.00,Leilão ao vivo em: 4 dias 23h48m6s,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,38691.00,CHEVROLET,MONTANA,LS
VOLKSWAGEN/POLO SEDAN 1.6 (4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/polo-sedan-1.6-(4p)/ano.2012/6e9e950f-df51-11ef-903d-02420a000042,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2011,264.709,21200.00,Leilão ao vivo em: 4 dias 23h48m34s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,38388.00,VOLKSWAGEN,POLO,SEDAN 1.6 (4P)
FORD/KA HATCH SE 1.0 B (4P),https://leilo.com.br/leilao/benevides-para/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2017/e05c2925-f083-11ef-bd15-02420a00000b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2016,95.614,21600.00,Leilão ao vivo em: 4 dias 23h49m3s,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,39260.00,FORD,KA,HATCH SE 1.0 B (4P)
VOLKSWAGEN/GOL RALLYE (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-rallye-(4p%2F2p)/ano.2012/2defbcb0-f6ac-11ef-9028-02420a000044,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2011,271.594,17800.00,Leilão ao vivo em: 4 dias 23h49m33s,17/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,32282.00,VOLKSWAGEN,GOL,RALLYE (4P/2P)
VOLKSWAGEN/FOX ROCK IN RIO (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/fox-rock-in-rio-(4p%2F2p)/ano.2014/3227982e-0027-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2013,195.751,23700.00,Leilão ao vivo em: 4 dias 23h49m53s,17/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,42938.00,VOLKSWAGEN,FOX,ROCK IN RIO (4P/2P)
FORD/FIESTA 1.6 FLEX (4P),https://leilo.com.br/leilao/benevides-para/carros/ford/fiesta-1.6-flex-(4p)/ano.2009/1c7eaec8-0049-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2009,140.049,14600.00,Leilão ao vivo em: 4 dias 23h50m23s,17/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,26496.00,FORD,FIESTA,1.6 FLEX (4P)
CHEVROLET/AGILE LTZ (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/chevrolet/agile-ltz-(2p%2F4p)/ano.2011/f51431c6-04d1-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2010,171.255,18200.00,Leilão ao vivo em: 4 dias 23h50m52s,17/07/2025,Flex,Verde,Sim,Recuperado de Financiamento,Carros,32989.00,CHEVROLET,AGILE,LTZ (2P/4P)
RENAULT/LOGAN EXPRESSION (4P),https://leilo.com.br/leilao/benevides-para/carros/renault/logan-expression-(4p)/ano.2017/519b99d5-09bf-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2016,98.708,21000.00,Leilão ao vivo em: 4 dias 23h51m22s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,38069.00,RENAULT,LOGAN,EXPRESSION (4P)
FIAT/UNO ATTRACTIVE (4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/uno-attractive-(4p)/ano.2015/d18e2852-214c-11f0-bcc9-02420a000216,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2014,159.316,19600.00,Leilão ao vivo em: 4 dias 23h51m51s,17/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,35503.00,FIAT,UNO,ATTRACTIVE (4P)
FORD/FIESTA 1.6 FLEX (4P),https://leilo.com.br/leilao/benevides-para/carros/ford/fiesta-1.6-flex-(4p)/ano.2014/f79e521b-0102-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2013,78.298,19700.00,Leilão ao vivo em: 4 dias 23h52m21s,17/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,35732.00,FORD,FIESTA,1.6 FLEX (4P)
VOLKSWAGEN/VOYAGE 1.0 (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/voyage-1.0-(4p)/ano.2010/05cee7dd-300e-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2009,156.722,14400.00,Leilão ao vivo em: 4 dias 23h52m51s,17/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,26099.00,VOLKSWAGEN,VOYAGE,1.0 (4P)
FIAT/SIENA ATTRACTIVE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/siena-attractive-(4p)/ano.2014/e72a35ed-34bf-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2013,N/A,18100.00,Leilão ao vivo em: 4 dias 23h53m20s,17/07/2025,Flex,Azul,Não,Recuperado de Financiamento,Carros,32810.00,FIAT,SIENA,ATTRACTIVE (4P)
RENAULT/LOGAN EXPRESSION 1016V (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/logan-expression-1016v-(4p)/ano.2012/3f6dedd9-09a2-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2011,140.611,12200.00,Leilão ao vivo em: 4 dias 23h53m50s,17/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,22158.00,RENAULT,LOGAN,EXPRESSION 1016V (4P)
FORD/KA HATCH SE 1.0 B (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/08723b7f-34f1-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2017,280.531,22500.00,Leilão ao vivo em: 4 dias 23h54m19s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,40856.00,FORD,KA,HATCH SE 1.0 B (4P)
VOLKSWAGEN/FOX CONNECT MB (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/fox-connect-mb-(4p%2F2p)/ano.2018/80c5482a-35ba-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2017,82.138,28900.00,Leilão ao vivo em: 4 dias 23h54m49s,17/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,52457.00,VOLKSWAGEN,FOX,CONNECT MB (4P/2P)
CHEVROLET/SPIN LTZ 1.8L AUTOMATICO,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/spin-ltz--1.8l-automatico/ano.2017/65934348-300a-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2016,365.268,33900.00,Leilão ao vivo em: 4 dias 23h55m18s,17/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,61569.00,CHEVROLET,SPIN,LTZ 1.8L AUTOMATICO
FORD/KA HATCH SE 1.0 C (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-c-(4p)/ano.2020/8770eb7d-3750-11f0-bd5d-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2019,228.821,27400.00,Leilão ao vivo em: 4 dias 23h55m48s,17/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,49786.00,FORD,KA,HATCH SE 1.0 C (4P)
CHEVROLET/ONIX LT 1.0 (4P),https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-lt-1.0-(4p)/ano.2015/5b3cbef7-3fb6-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2014,N/A,23500.00,Leilão ao vivo em: 4 dias 23h56m17s,17/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,42709.00,CHEVROLET,ONIX,LT 1.0 (4P)
VOLKSWAGEN/CROSSFOX GII (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/crossfox-gii-(4p%2F2p)/ano.2014/1f7fb8d8-7b55-11ef-a1ff-02420a0000dd,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2013,93.283,12800.00,Leilão ao vivo em: 4 dias 23h56m47s,17/07/2025,Flex,Branca,Não,-,Carros,42544.00,VOLKSWAGEN,CROSSFOX,GII (4P/2P)
VOLKSWAGEN/NOVO VOYAGE COMFORTLINE MBV (4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/novo-voyage-comfortline-mbv-(4p)/ano.2017/e3d0c6f7-0d0b-11ee-81dc-02420a000018,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2017,158.470,15500.00,Leilão ao vivo em: 4 dias 23h57m47s,17/07/2025,Flex,Prata,Sim,-,Carros,46115.00,VOLKSWAGEN,NOVO,VOYAGE COMFORTLINE MBV (4P)
CHEVROLET/CELTA LT 1.0L (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/chevrolet/celta-lt-1.0l-(2p%2F4p)/ano.2012/95e1e44e-f05e-11ef-bd15-02420a00000b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2011,N/A,15600.00,Leilão ao vivo em: 5 dias4m16s,17/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,28299.00,CHEVROLET,CELTA,LT 1.0L (2P/4P)
CITROEN/C3 GLX 14 FLEX (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/citroen/c3-glx-14-flex-(2p%2F4p)/ano.2012/ee7b066f-2205-11f0-bcc9-02420a000216,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2011,139.930,14400.00,Leilão: Leilão: 17/07/2025 Qui • 12:30,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,26048.00,CITROEN,C3,GLX 14 FLEX (2P/4P)
FIAT/SIENA FIRE FLEX (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/siena-fire-flex-(2p%2F4p)/ano.2008/2e0c7993-064c-11ef-b80e-02420a000059,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2007,307.078,12600.00,Leilão ao vivo em: 5 dias6m15s,17/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,22754.00,FIAT,SIENA,FIRE FLEX (2P/4P)
RENAULT/CLIO CAMPUS (4P),https://leilo.com.br/leilao/benevides-para/carros/renault/clio-campus-(4p)/ano.2011/2992b02c-e7c0-11ef-903d-02420a000042,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2010,N/A,12000.00,Leilão ao vivo em: 5 dias7m15s,17/07/2025,Flex,Bege,Não,Recuperado de Financiamento,Carros,21747.00,RENAULT,CLIO,CAMPUS (4P)
HYUNDAI/HR HDB (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/hyundai/hr-hdb-(2p%2F4p)/ano.2010/e5301314-5068-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2009,N/A,41100.00,Leilão ao vivo em: 5 dias7m44s,17/07/2025,Diesel,Branca,Sim,Recuperado de Financiamento,Carros,74555.00,HYUNDAI,HR,HDB (2P/4P)
FIAT SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,https://leilo.com.br/leilao/manaus-amazonas/carros/fiat-siena-1.0/-ex-1.0-mpi-fire%2F-fire-flex-8v/ano.2008/37d72205-de42-11ef-903d-02420a000042,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2008,165.543,12500.00,Leilão ao vivo em: 5 dias8m44s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,22583.00,FIAT SIENA 1.0,EX,1.0 MPI FIRE/ FIRE FLEX 8V
CHEVROLET/ONIX LTZ (4P),https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-ltz-(4p)/ano.2017/e9426ff2-a070-11ef-9088-02420a0000e0,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2017,116.083,32100.00,Leilão ao vivo em: 5 dias9m42s,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,58311.00,CHEVROLET,ONIX,LTZ (4P)
RENAULT/LOGAN EXPRESSION (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/logan-expression-(4p)/ano.2015/b95815a2-52b7-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2015,N/A,19600.00,Leilão: Leilão: 17/07/2025 Qui • 12:30,17/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,35508.00,RENAULT,LOGAN,EXPRESSION (4P)
FIAT/STRADA WORKING,https://leilo.com.br/leilao/benevides-para/carros/fiat/strada-working/ano.2014/8af76e45-4ddc-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2013,355.049,23900.00,Leilão ao vivo em: 5 dias10m41s,17/07/2025,Flex,Branca,Não,Recuperado de Financiamento,Carros,43344.00,FIAT,STRADA,WORKING
NISSAN/MARCH S FLEX (4P),https://leilo.com.br/leilao/benevides-para/carros/nissan/march-s-flex-(4p)/ano.2013/3e8e03ed-2b3b-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2012,137.006,18200.00,Leilão ao vivo em: 5 dias11m11s,17/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,33055.00,NISSAN,MARCH,S FLEX (4P)
FIAT/UNO WAY 1.0 (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/uno-way-1.0-(2p%2F4p)/ano.2013/c5682ba7-f086-11ef-bd15-02420a00000b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BENEVIDES-PA (BENEVIDES/PA),2013,154.978,16800.00,Leilão ao vivo em: 5 dias11m40s,17/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,30439.00,FIAT,UNO,WAY 1.0 (2P/4P)
VOLKSWAGEN/GOL POWER (4P/2P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-power-(4p%2F2p)/ano.2013/0a083416-be44-11ef-8e48-02420a000017,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO MANAUS (MANAUS/AM),2012,195.440,18800.00,Leilão: Leilão: 17/07/2025 Qui • 12:30,17/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,34164.00,VOLKSWAGEN,GOL,POWER (4P/2P)
CHEVROLET/ONIX 10TAT LTZ,https://leilo.com.br/leilao/sao-carlos-sao-paulo/carros/chevrolet/onix-10tat-ltz/ano.2025/85511d06-3bc0-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752237751129_f6ab9544-9ddd-4027-b529-96e62889af54_pequena_leilo.webp,PATIO SAO CARLOS-SP (SÃO CARLOS/SP),2024,11.351,57400.00,Leilão ao vivo em: 9 dias 4h2m39s,21/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,104322.00,CHEVROLET,ONIX,10TAT LTZ
CHEVROLET/ONIX 10MT HB,https://leilo.com.br/leilao/sao-carlos-sao-paulo/carros/chevrolet/onix-10mt-hb/ano.2025/23095f10-30c9-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO SAO CARLOS-SP (SÃO CARLOS/SP),2024,32.760,44500.00,Leilão ao vivo em: 9 dias 4h3m9s,21/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,80750.00,CHEVROLET,ONIX,10MT HB
CHEVROLET/TRACKER TURBO A LT,https://leilo.com.br/leilao/sao-jose-dos-pinhais-parana/carros/chevrolet/tracker-turbo-a-lt/ano.2025/767b0800-370d-11f0-bd5d-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752237840581_bfbca803-61aa-49a5-b039-db896b443d6c_pequena_leilo.webp,PATIO CURITIBA - PR (SÃO JOSÉ DOS PINHAIS/PR),2024,20.568,67300.00,Leilão ao vivo em: 9 dias 4h3m32s,21/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,120426.00,CHEVROLET,TRACKER,TURBO A LT
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/sao-carlos-sao-paulo/carros/chevrolet/onix-joye-(4p)/ano.2019/46348bd6-34dc-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752237782503_938b58e0-6332-426c-9e4d-b8dd20fcc4d3_pequena_leilo.webp,PATIO SAO CARLOS-SP (SÃO CARLOS/SP),2019,124.259,28000.00,Leilão ao vivo em: 9 dias 4h4m2s,21/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,50857.00,CHEVROLET,ONIX,JOYE (4P)
CHEVROLET/ONIX PLUS 10TAT LTZ,https://leilo.com.br/leilao/sao-carlos-sao-paulo/carros/chevrolet/onix-plus-10tat-ltz/ano.2020/3de81086-2cf1-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752237841021_ff04469c-af8f-41b3-b3ed-5e68ca50c435_pequena_leilo.webp,PATIO SAO CARLOS-SP (SÃO CARLOS/SP),2020,170.540,38800.00,Leilão ao vivo em: 9 dias 4h4m32s,21/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,70422.00,CHEVROLET,ONIX,PLUS 10TAT LTZ
CHEVROLET/TRACKER TURBO LTZ,https://leilo.com.br/leilao/sao-carlos-sao-paulo/carros/chevrolet/tracker-turbo-ltz/ano.2024/f796421c-e981-11ef-903d-02420a000042,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO SAO CARLOS-SP (SÃO CARLOS/SP),2023,30.613,66600.00,Leilão ao vivo em: 9 dias 4h5m1s,21/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,120989.00,CHEVROLET,TRACKER,TURBO LTZ
CHEVROLET/ONIX 10TMT LT1,https://leilo.com.br/leilao/sao-jose-dos-pinhais-parana/carros/chevrolet/onix-10tmt-lt1/ano.2024/098f2a04-2ab1-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO CURITIBA - PR (SÃO JOSÉ DOS PINHAIS/PR),2024,30.875,45600.00,Leilão ao vivo em: 9 dias 4h5m31s,21/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,82907.00,CHEVROLET,ONIX,10TMT LT1
