Título,Link,Imagem,UF,Ano,KM,Valor do Lance,Situação,Data Leilão,Detalhe Ano Veículo,Detalhe Combustível,Detalhe KM Veículo,Detalhe Valor Mercado,Detalhe Cor,Detalhe Possui Chave,Detalhe Tipo Retomada,Detalhe Localização,Detalhe Tipo Veículo
FORD/RANGER LIMITED P CABINE DUPLA DIESEL,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/ranger-limited-p-cabine-dupla-diesel/ano.2024/520494e1-2507-11f0-bcc9-02420a000216,N/A,GO,2024,30.974 km,"R$ 171.500,00",Leilão ao vivo em: 3 dias 9h42m46s,25/06/2025,,,,,,,,,
CHEVROLET/TRACKER A PREMIER,https://leilo.com.br/leilao/sao-jose-dos-pinhais-parana/carros/chevrolet/tracker-a-premier/ano.2023/1b14ad33-fa88-11ef-8c72-02420a00002d,N/A,PR,2022,35.301 km,"R$ 66.700,00",Leilão ao vivo em: 3 dias 9h43m10s,25/06/2025,,,,,,,,,
VOLKSWAGEN/POLO MA,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/volkswagen/polo-ma/ano.2024/7d1d4f9d-25c7-11f0-bcc9-02420a000216,N/A,GO,2023,52.005 km,"R$ 41.600,00",Leilão ao vivo em: 3 dias 9h43m31s,25/06/2025,,,,,,,,,
CHEVROLET/ONIX 10TAT PR1,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/onix-10tat-pr1/ano.2021/02494bd7-1fc2-11f0-abeb-02420a0000a3,N/A,GO,2020,47.890 km,"R$ 43.400,00",Leilão ao vivo em: 3 dias 9h43m52s,25/06/2025,,,,,,,,,
CHEVROLET/MONTANA TURBO LTZ,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/montana-turbo-ltz/ano.2023/c32e1f3c-e2f3-11ef-903d-02420a000042,N/A,GO,2023,29.917 km,"R$ 66.000,00",Leilão ao vivo em: 3 dias 9h44m15s,25/06/2025,,,,,,,,,
FIAT/TORO RANCH AT9,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/fiat/toro-ranch-at9/ano.2022/c28eb0ad-25c0-11f0-bcc9-02420a000216,N/A,GO,2022,35.547 km,"R$ 80.000,00",Leilão ao vivo em: 3 dias 9h44m38s,25/06/2025,,,,,,,,,
CHEVROLET/ONIX 10MT LT2,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-10mt-lt2/ano.2024/790d9ba6-1acf-11f0-abeb-02420a0000a3,N/A,CE,2024,25.255 km,"R$ 50.000,00",Leilão ao vivo em: 3 dias 9h44m59s,25/06/2025,,,,,,,,,
CHEVROLET/TRACKER TURBO A LT,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/tracker-turbo-a-lt/ano.2024/302b1a80-1626-11f0-b6cf-02420a00009e,N/A,CE,2023,24.040 km,"R$ 62.200,00",Leilão ao vivo em: 3 dias 9h45m23s,25/06/2025,,,,,,,,,
GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/nome-padrao/gm---chevrolet-s10-pick-up-ltz-2.8-tdi-4x4-cd-dies.aut/ano.2022/2b3a11db-6699-11ee-b57d-02420a0000d3,N/A,GO,2021,67.059 km,"R$ 120.400,00",Leilão ao vivo em: 3 dias 9h45m41s,25/06/2025,,,,,,,,,
HYUNDAI/CRETA A ACTION,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/hyundai/creta-a-action/ano.2022/c3941ef7-16d9-11f0-b6cf-02420a00009e,N/A,DF,2021,48.978 km,"R$ 51.600,00",Leilão ao vivo em: 3 dias 9h45m59s,25/06/2025,,,,,,,,,
CHEVROLET/ONIX PLUS 10TMT LT1,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-plus-10tmt-lt1/ano.2024/94bf5e2f-bf00-11ef-8e48-02420a000017,N/A,CE,2023,12.050 km,"R$ 48.100,00",Leilão ao vivo em: 3 dias 9h46m22s,25/06/2025,,,,,,,,,
MITSUBISHI/TRITON SPORT OUTDOOR M,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/mitsubishi/triton-sport-outdoor-m/ano.2023/76e2f531-326f-11f0-9f79-02420a000005,N/A,GO,2022,108.575 km,"R$ 79.000,00",Leilão: Leilão: 25/06/2025 Qua • 22:00,25/06/2025,,,,,,,,,
CHEVROLET/ONIX PLUS 10TMT LTZ,https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/onix-plus-10tmt-ltz/ano.2023/9a4176a0-3193-11f0-9f79-02420a000005,N/A,BA,2022,12.168 km,"R$ 44.300,00",Leilão ao vivo em: 3 dias 9h47m32s,25/06/2025,,,,,,,,,
FIAT ARGO 1.0 6V FLEX,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/nome-padrao/fiat-argo-1.0-6v-flex/ano.2023/729c8aac-ea23-11ef-903d-02420a000042,N/A,GO,2022,49.217 km,"R$ 34.400,00",Leilão ao vivo em: 3 dias 9h47m56s,25/06/2025,,,,,,,,,
GM - CHEVROLET ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT,https://leilo.com.br/leilao/sao-carlos-sao-paulo/carros/nome-padrao/gm---chevrolet-onix-sed.-plus-prem.-1.0-12v-tb-flex-aut/ano.2023/50ead23d-74fe-11ee-b57d-02420a0000d3,N/A,SP,2022,5.066 km,"R$ 54.500,00",Leilão ao vivo em: 3 dias 9h48m15s,25/06/2025,,,,,,,,,
CITROAN C4 CACTUS FEEL 1.6 16V FLEX AUT.,https://leilo.com.br/leilao/benevides-para/carros/nome-padrao/citroan-c4-cactus-feel-1.6-16v-flex-aut./ano.2023/3e82a64d-30bd-11f0-9f79-02420a000005,N/A,PA,2022,61.501 km,"R$ 45.600,00",Leilão ao vivo em: 4 dias5m38s,26/06/2025,,,,,,,,,
NISSAN/KICKS ADVANCE (4P),https://leilo.com.br/leilao/benevides-para/carros/nissan/kicks-advance-(4p)/ano.2024/2c130cb8-2ffb-11f0-9f79-02420a000005,N/A,PA,2024,8.207 km,"R$ 63.400,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
FIAT/ARGO TREKKING,https://leilo.com.br/leilao/benevides-para/carros/fiat/argo-trekking/ano.2024/2dac5d33-3704-11f0-bd5d-02420a000005,N/A,PA,2024,31.441 km,"R$ 49.800,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
FIAT/CRONOS DRIVE,https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/cronos-drive/ano.2023/b23226e3-6151-11ef-a9ca-02420a0000bb,N/A,AM,2023,14.251 km,"R$ 42.000,00",Leilão ao vivo em: 4 dias7m8s,26/06/2025,,,,,,,,,
RENAULT/KWID ZEN 2 (4P),https://leilo.com.br/leilao/benevides-para/carros/renault/kwid-zen-2-(4p)/ano.2023/c5d26ebc-0981-11f0-8c72-02420a00002d,N/A,PA,2022,38.583 km,"R$ 30.000,00",Leilão ao vivo em: 4 dias7m21s,26/06/2025,,,,,,,,,
VOLKSWAGEN/GOL MPI (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-mpi-(4p%2F2p)/ano.2023/190e9307-1fbc-11f0-abeb-02420a0000a3,N/A,PA,2022,81.495 km,"R$ 30.800,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
FIAT/MOBI LIKE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/mobi-like-(4p)/ano.2022/74caebba-5fb9-11ef-b7dc-02420a00003e,N/A,AM,2021,49.058 km,"R$ 29.800,00",Leilão ao vivo em: 4 dias8m29s,26/06/2025,,,,,,,,,
FIAT/TORO FREEDOM AT9,https://leilo.com.br/leilao/benevides-para/carros/fiat/toro-freedom-at9/ano.2022/5e120567-4143-11f0-b593-02420a000005,N/A,PA,2022,82.619 km,"R$ 65.600,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
CHEVROLET/ONIX 10TMT LTZ,https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-10tmt-ltz/ano.2021/d76b3b5a-196f-11f0-bf87-02420a000088,N/A,PA,2021,134.484 km,"R$ 38.500,00",Leilão ao vivo em: 4 dias9m12s,26/06/2025,,,,,,,,,
HYUNDAI/HB20 SENSE,https://leilo.com.br/leilao/manaus-amazonas/carros/hyundai/hb20-sense/ano.2022/c9ffeae0-252e-11f0-bcc9-02420a000216,N/A,AM,2021,82.224 km,"R$ 33.500,00",Leilão ao vivo em: 4 dias10m1s,26/06/2025,,,,,,,,,
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2011/e0ed8cc0-72af-11ef-8b26-02420a000015,N/A,AM,2010,203.953 km,"R$ 13.600,00",Leilão ao vivo em: 4 dias10m25s,26/06/2025,,,,,,,,,
HYUNDAI/HB20 COMFORTLINE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/hyundai/hb20-comfortline-(4p)/ano.2015/c56a97c2-204f-11f0-bcc9-02420a000216,N/A,AM,2014,107.355 km,"R$ 25.600,00",Leilão ao vivo em: 4 dias10m48s,26/06/2025,,,,,,,,,
CHEVROLET/ONIX LT 1.0 (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-lt-1.0-(4p)/ano.2015/6fb74475-0978-11f0-8c72-02420a00002d,N/A,AM,2015,128.955 km,"R$ 23.300,00",Leilão ao vivo em: 4 dias11m39s,26/06/2025,,,,,,,,,
FORD/KA TRAIL B (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-trail-b-(4p)/ano.2018/695e5b1c-2a78-11f0-9f79-02420a000005,N/A,AM,2018,82.967 km,"R$ 24.800,00",Leilão ao vivo em: 4 dias12m0s,26/06/2025,,,,,,,,,
MERCEDES-BENZ/C-180 CGI (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/mercedes-benz/c-180-cgi-(4p)/ano.2011/8d2f657b-703d-11ef-9f48-02420a0000f9,N/A,AM,2010,85.372 km,"R$ 31.400,00",Leilão ao vivo em: 4 dias13m25s,26/06/2025,,,,,,,,,
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2022/da8ecb88-6472-11ef-a9ca-02420a0000bb,N/A,AM,2021,99.199 km,"R$ 26.800,00",Leilão ao vivo em: 4 dias14m49s,26/06/2025,,,,,,,,,
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-joye-(4p)/ano.2019/88fb7525-2d16-11f0-9f79-02420a000005,N/A,AM,2018,83.766 km,"R$ 27.700,00",Leilão ao vivo em: 4 dias15m14s,26/06/2025,,,,,,,,,
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2009/bfd31da1-31c2-11f0-9f79-02420a000005,N/A,AM,2008,N/A,"R$ 12.400,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
RENAULT/SANDERO EXPRESSION (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/sandero-expression-(4p)/ano.2012/3799f8a7-8cb2-11ef-a6ca-02420a000013,N/A,AM,2012,205.204 km,"R$ 15.900,00",Leilão ao vivo em: 4 dias16m2s,26/06/2025,,,,,,,,,
VOLKSWAGEN/GOL MC4 (4P/2P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2020/28b097b2-2533-11f0-bcc9-02420a000216,N/A,AM,2019,214.609 km,"R$ 25.600,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
FORD/KA HATCH SE 1.0 B (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/0f301b91-0e7b-11f0-8c72-02420a00002d,N/A,AM,2017,209.100 km,"R$ 22.700,00",Leilão ao vivo em: 4 dias17m50s,26/06/2025,,,,,,,,,
CHEVROLET/ONIX 10TAT LTZ,https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-10tat-ltz/ano.2024/5e61ef49-359a-11f0-9f79-02420a000005,N/A,PA,2024,19.136 km,"R$ 51.400,00",Leilão ao vivo em: 4 dias18m45s,26/06/2025,,,,,,,,,
VOLKSWAGEN/GOL MC4 (4P/2P),https://leilo.com.br/leilao/porto-velho-rondonia/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2020/42b26cb7-2cfd-11f0-9f79-02420a000005,N/A,RO,2019,175.995 km,"R$ 26.000,00",Leilão ao vivo em: 4 dias20m9s,26/06/2025,,,,,,,,,
FORD/FIESTA FLEX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/fiesta-flex-(4p)/ano.2014/491e07ad-3add-11ef-9bb1-02420a00002f,N/A,AM,2013,122.002 km,"R$ 16.700,00",Leilão ao vivo em: 4 dias20m34s,26/06/2025,,,,,,,,,
KIA/PICANTO EX3 (4P),https://leilo.com.br/leilao/benevides-para/carros/kia/picanto-ex3-(4p)/ano.2011/cc3d2169-03df-11ef-b80e-02420a000059,N/A,PA,2010,180.590 km,"R$ 17.100,00",Leilão ao vivo em: 4 dias20m57s,26/06/2025,,,,,,,,,
RENAULT/SANDERO EXPRESSION 1.0 16V (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/renault/sandero-expression-1.0-16v-(2p%2F4p)/ano.2014/9e2b6f7e-d8c0-11ef-903d-02420a000042,N/A,PA,2014,300.647 km,"R$ 17.700,00",Leilão ao vivo em: 4 dias21m23s,26/06/2025,,,,,,,,,
CHEVROLET/ONIX PLUS 10TAT PR1,https://leilo.com.br/leilao/benevides-para/carros/chevrolet/onix-plus-10tat-pr1/ano.2020/7e6927da-0696-11f0-8c72-02420a00002d,N/A,PA,2020,67.178 km,"R$ 41.500,00",Leilão ao vivo em: 4 dias21m46s,26/06/2025,,,,,,,,,
FORD/KA HATCH SE 1.0 B (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/08723b7f-34f1-11f0-9f79-02420a000005,N/A,AM,2017,280.531 km,"R$ 22.500,00",Leilão ao vivo em: 4 dias22m41s,26/06/2025,,,,,,,,,
VOLKSWAGEN/GOL 1.0 GIV (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-1.0-giv-(2p%2F4p)/ano.2009/6b7a509d-a28a-11ef-9088-02420a0000e0,N/A,PA,2008,177.673 km,"R$ 11.300,00",Leilão ao vivo em: 4 dias23m7s,26/06/2025,,,,,,,,,
VOLKSWAGEN/POLO SEDAN 1.6 (4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/polo-sedan-1.6-(4p)/ano.2012/6e9e950f-df51-11ef-903d-02420a000042,N/A,PA,2011,264.709 km,"R$ 21.200,00",Leilão ao vivo em: 4 dias23m33s,26/06/2025,,,,,,,,,
VOLKSWAGEN/GOL TRENDLINE MB S (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-trendline-mb-s-(2p%2F4p)/ano.2015/83676642-ef92-11ef-bd15-02420a00000b,N/A,PA,2014,184.326 km,"R$ 20.500,00",Leilão ao vivo em: 4 dias23m55s,26/06/2025,,,,,,,,,
RENAULT/LOGAN EXPRESSION (4P),https://leilo.com.br/leilao/benevides-para/carros/renault/logan-expression-(4p)/ano.2017/519b99d5-09bf-11f0-8c72-02420a00002d,N/A,PA,2016,98.708 km,"R$ 21.300,00",Leilão ao vivo em: 4 dias24m21s,26/06/2025,,,,,,,,,
RENAULT/LOGAN EXPRESSION 1016V (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/logan-expression-1016v-(4p)/ano.2012/3f6dedd9-09a2-11f0-8c72-02420a00002d,N/A,AM,2011,140.611 km,"R$ 12.300,00",Leilão ao vivo em: 4 dias24m47s,26/06/2025,,,,,,,,,
FORD/FIESTA 1.6 FLEX (4P),https://leilo.com.br/leilao/benevides-para/carros/ford/fiesta-1.6-flex-(4p)/ano.2014/f79e521b-0102-11f0-8c72-02420a00002d,N/A,PA,2013,78.298 km,"R$ 19.700,00",Leilão ao vivo em: 4 dias25m13s,26/06/2025,,,,,,,,,
FIAT/UNO ATTRACTIVE (4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/uno-attractive-(4p)/ano.2015/d18e2852-214c-11f0-bcc9-02420a000216,N/A,PA,2014,159.316 km,"R$ 19.600,00",Leilão ao vivo em: 4 dias25m26s,26/06/2025,,,,,,,,,
FORD/KA HATCH SE 1.0 C (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-c-(4p)/ano.2020/8770eb7d-3750-11f0-bd5d-02420a000005,N/A,AM,2019,228.821 km,"R$ 27.400,00",Leilão ao vivo em: 4 dias25m52s,26/06/2025,,,,,,,,,
FORD/FIESTA 1.6 FLEX (4P),https://leilo.com.br/leilao/benevides-para/carros/ford/fiesta-1.6-flex-(4p)/ano.2009/1c7eaec8-0049-11f0-8c72-02420a00002d,N/A,PA,2009,140.049 km,"R$ 14.600,00",Leilão ao vivo em: 4 dias26m15s,26/06/2025,,,,,,,,,
VOLKSWAGEN/NOVO FOX TRENDLINE MB (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/novo-fox-trendline-mb-(4p%2F2p)/ano.2016/bbfbe0b4-2c4b-11f0-9f79-02420a000005,N/A,PA,2015,N/A,"R$ 26.200,00",Leilão ao vivo em: 4 dias26m39s,26/06/2025,,,,,,,,,
FORD/FIESTA HATCH S (4P),https://leilo.com.br/leilao/benevides-para/carros/ford/fiesta-hatch-s-(4p)/ano.2015/cdcfe887-2d12-11f0-9f79-02420a000005,N/A,PA,2014,126.378 km,"R$ 23.000,00",Leilão ao vivo em: 4 dias27m4s,26/06/2025,,,,,,,,,
VOLKSWAGEN/VOYAGE 1.0 (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/voyage-1.0-(4p)/ano.2010/05cee7dd-300e-11f0-9f79-02420a000005,N/A,AM,2009,156.722 km,"R$ 14.400,00",Leilão ao vivo em: 4 dias27m29s,26/06/2025,,,,,,,,,
VOLKSWAGEN/JETTA (4P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/jetta-(4p)/ano.2008/7add0d2d-2b88-11f0-9f79-02420a000005,N/A,PA,2008,260.947 km,"R$ 20.300,00",Leilão ao vivo em: 4 dias27m51s,26/06/2025,,,,,,,,,
RENAULT/CLIO EXPRESSION 10 16VH (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/renault/clio-expression-10-16vh-(4p%2F2p)/ano.2016/15288d9a-25d3-11f0-bcc9-02420a000216,N/A,PA,2016,183.215 km,"R$ 19.100,00",Leilão ao vivo em: 4 dias28m17s,26/06/2025,,,,,,,,,
FORD/KA HATCH SE 1.0 B (4P),https://leilo.com.br/leilao/benevides-para/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/25ac99ec-2c17-11f0-9f79-02420a000005,N/A,PA,2017,138.627 km,"R$ 22.500,00",Leilão ao vivo em: 4 dias28m42s,26/06/2025,,,,,,,,,
VOLKSWAGEN/GOL RALLYE (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/gol-rallye-(4p%2F2p)/ano.2012/2defbcb0-f6ac-11ef-9028-02420a000044,N/A,PA,2011,271.594 km,"R$ 17.800,00",Leilão ao vivo em: 4 dias29m5s,26/06/2025,,,,,,,,,
VOLKSWAGEN/FOX ROCK IN RIO (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/volkswagen/fox-rock-in-rio-(4p%2F2p)/ano.2014/3227982e-0027-11f0-8c72-02420a00002d,N/A,PA,2013,195.751 km,"R$ 23.700,00",Leilão ao vivo em: 4 dias29m30s,26/06/2025,,,,,,,,,
FORD/KA HATCH SE 1.0 B (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/ford/ka-hatch-se-1.0-b-(4p)/ano.2018/13b6dc29-3d5c-11f0-b593-02420a000005,N/A,AM,2017,91.067 km,"R$ 22.500,00",Leilão ao vivo em: 4 dias29m54s,26/06/2025,,,,,,,,,
RENAULT/KWID INTENSE (4P),https://leilo.com.br/leilao/benevides-para/carros/renault/kwid-intense-(4p)/ano.2018/bf12d8db-4251-11f0-b593-02420a000005,N/A,PA,2017,N/A,"R$ 21.800,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
CHEVROLET/PRISMA LT (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/prisma-lt-(4p)/ano.2014/d3f52534-4399-11f0-b593-02420a000005,N/A,AM,2014,N/A,"R$ 23.500,00",Leilão ao vivo em: 4 dias30m39s,26/06/2025,,,,,,,,,
FIAT/PALIO FIRE ECONOMY (2P/4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/palio-fire-economy-(2p%2F4p)/ano.2010/c23546f3-34f5-11f0-9f79-02420a000005,N/A,PA,2009,145.137 km,"R$ 13.200,00",Leilão ao vivo em: 4 dias31m5s,26/06/2025,,,,,,,,,
FIAT/UNO ATTRACTIVE (4P/2P),https://leilo.com.br/leilao/benevides-para/carros/fiat/uno-attractive-(4p%2F2p)/ano.2021/e7c48ac2-d99a-11ef-903d-02420a000042,N/A,PA,2021,180.413 km,"R$ 27.900,00",Leilão ao vivo em: 4 dias32m0s,26/06/2025,,,,,,,,,
VOLKSWAGEN/NOVO FOX COMFORTLINE ME (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/volkswagen/novo-fox-comfortline-me-(4p)/ano.2016/947f893a-2d89-11ee-8751-02420a000029,N/A,AM,2015,253.689 km,"R$ 25.500,00",Leilão ao vivo em: 4 dias32m56s,26/06/2025,,,,,,,,,
VOLKSWAGEN/NOVO VOYAGE TRENDLINE MBV (4P),https://leilo.com.br/leilao/candeias-bahia/carros/volkswagen/novo-voyage-trendline-mbv-(4p)/ano.2017/5c1df30c-fe48-11ed-81dc-02420a000018,N/A,BA,2016,278.813 km,"R$ 23.800,00",Leilão ao vivo em: 4 dias33m20s,26/06/2025,,,,,,,,,
FIAT/STRADA WORKING CABINE SIMPLES E,https://leilo.com.br/leilao/candeias-bahia/carros/fiat/strada-working-cabine-simples-e/ano.2017/c0bd8f52-ce88-11ef-8e48-02420a000017,N/A,BA,2016,30.707 km,"R$ 28.500,00",Leilão ao vivo em: 4 dias33m46s,26/06/2025,,,,,,,,,
FIAT/PALIO ATTRACTIVE 1.0 (2P/4P),https://leilo.com.br/leilao/candeias-bahia/carros/fiat/palio-attractive-1.0-(2p%2F4p)/ano.2012/65fa8d93-0005-11f0-8c72-02420a00002d,N/A,BA,2012,161.824 km,"R$ 15.200,00",Leilão ao vivo em: 4 dias34m11s,26/06/2025,,,,,,,,,
RENAULT/LOGAN EXPRESSION (4P),https://leilo.com.br/leilao/candeias-bahia/carros/renault/logan-expression-(4p)/ano.2015/a3fd498c-5c70-11ee-81b8-02420a0000b1,N/A,BA,2014,275.710 km,"R$ 19.100,00",Leilão ao vivo em: 4 dias34m33s,26/06/2025,,,,,,,,,
HYUNDAI/HB20 TA FE.PLAT (4P),https://leilo.com.br/leilao/benevides-para/carros/hyundai/hb20-ta-fe.plat-(4p)/ano.2025/193e06bc-3b32-11f0-b593-02420a000005,N/A,PA,2024,12.546 km,"R$ 59.900,00",Leilão ao vivo em: 4 dias35m55s,26/06/2025,,,,,,,,,
FIAT/CRONOS DRIVE,https://leilo.com.br/leilao/benevides-para/carros/fiat/cronos-drive/ano.2022/11db2f4e-e585-11ef-903d-02420a000042,N/A,PA,2022,79.196 km,"R$ 38.300,00",Leilão ao vivo em: 4 dias36m51s,26/06/2025,,,,,,,,,
HYUNDAI/HB20 EVOLUTION,https://leilo.com.br/leilao/benevides-para/carros/hyundai/hb20-evolution/ano.2022/e497498c-211a-11f0-bcc9-02420a000216,N/A,PA,2022,14.921 km,"R$ 36.700,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
CHEVROLET/ONIX 10TAT PR1,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-10tat-pr1/ano.2020/fd648e87-1705-11f0-b6cf-02420a00009e,N/A,AM,2019,28.919 km,"R$ 42.100,00",Leilão ao vivo em: 4 dias38m36s,26/06/2025,,,,,,,,,
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2019/0d3b8e85-37d9-11f0-bd5d-02420a000005,N/A,AM,2018,288.268 km,"R$ 21.400,00",Leilão ao vivo em: 4 dias39m1s,26/06/2025,,,,,,,,,
FORD/KA HATCH SE 1.0 C (4P),https://leilo.com.br/leilao/benevides-para/carros/ford/ka-hatch-se-1.0-c-(4p)/ano.2020/6f48a82a-2f6c-11f0-9f79-02420a000005,N/A,PA,2019,163.990 km,"R$ 27.400,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-joye-(4p)/ano.2019/30a5ea4f-328a-11f0-9f79-02420a000005,N/A,AM,2019,106.731 km,"R$ 28.100,00",Leilão ao vivo em: 4 dias40m46s,26/06/2025,,,,,,,,,
CHEVROLET/CELTA LT 1.0L (2P/4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/celta-lt-1.0l-(2p%2F4p)/ano.2012/ad891758-3bd5-11f0-b593-02420a000005,N/A,AM,2012,N/A,"R$ 15.900,00",Leilão ao vivo em: 4 dias42m40s,26/06/2025,,,,,,,,,
TOYOTA/COROLLA GLI FLEX (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/toyota/corolla-gli-flex-(4p)/ano.2012/f3266070-21fd-11f0-bcc9-02420a000216,N/A,AM,2011,308.701 km,"R$ 32.100,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
CHEVROLET/ONIX 10MT HB,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-10mt-hb/ano.2021/77cb31c5-3ca6-11f0-b593-02420a000005,N/A,AM,2021,91.571 km,"R$ 33.200,00",Leilão ao vivo em: 4 dias44m50s,26/06/2025,,,,,,,,,
KIA/SPORTAGE EX2 G2,https://leilo.com.br/leilao/manaus-amazonas/carros/kia/sportage-ex2-g2/ano.2010/1c5a8fde-f389-11ef-bd15-02420a00000b,N/A,AM,2009,239.506 km,"R$ 21.800,00",Leilão ao vivo em: 4 dias46m44s,26/06/2025,,,,,,,,,
CHEVROLET/PRISMA LTZ 1.4 AUTOMATICO (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/prisma-ltz-1.4-automatico-(4p)/ano.2019/c7973723-3c8e-11f0-b593-02420a000005,N/A,AM,2019,N/A,"R$ 36.000,00",Leilão: Leilão: 26/06/2025 Qui • 12:30,26/06/2025,,,,,,,,,
RENAULT/CLIO CAMPUS (4P),https://leilo.com.br/leilao/benevides-para/carros/renault/clio-campus-(4p)/ano.2011/2992b02c-e7c0-11ef-903d-02420a000042,N/A,PA,2010,N/A,"R$ 11.500,00",Leilão ao vivo em: 4 dias47m17s,26/06/2025,,,,,,,,,
